time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
287300,2022-05-04 17:26:44,40.2734146654555,-7.49918858064454,296.587936,,,2150.598349659,46.259844,0,1781.9226292,4000.3610204,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,53.8, -5.6, -4.9,0,0,1024,1024,1024,1104,0,0,0,12,49.4,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.598349659,296.587936,6,P-GPS,
287400,2022-05-04 17:26:44,40.273414667123,-7.49918871500949,296.91602,,,2150.926433659,46.259844,0,1781.8898208,4000.3938288,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,-0.223694,54.6, -5.7, -5,0,0,1024,1024,1024,1104,0,0,0,12,50.3,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
287500,2022-05-04 17:26:44,40.2734147081858,-7.49918877536593,296.91602,,,2150.926433659,46.259844,0.223694,1781.88325912,4000.3938288,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0.223694,0,0,55.5, -5.6, -5,0,0,1024,1024,1024,1104,0,0,0,12,51.1,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
287600,2022-05-04 17:26:45,40.2734147559188,-7.49918883428532,296.91602,,,2150.926433659,46.259844,0.223694,1781.87669744,4000.4266372,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0.223694,0,-0.223694,56.3, -5.5, -5,0,0,1024,1024,1024,1105,0,0,0,12,52,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
287700,2022-05-04 17:26:45,40.2734148192848,-7.4991888831453,296.91602,,,2150.926433659,46.259844,0.223694,1781.87669744,4000.4594456,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0.223694,0,-0.223694,57.1, -5.8, -5,0,0,1024,1024,1024,1104,0,0,0,12,52.8,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
287800,2022-05-04 17:26:45,40.273414878482,-7.49918895571674,296.91602,,,2150.926433659,46.259844,0,1781.87013576,4000.492254,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,57.8, -6.1, -4.9,0,0,1024,1024,1024,1104,0,0,0,12,53.7,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
287900,2022-05-04 17:26:45,40.2734149335104,-7.49918902325848,296.91602,,,2150.926433659,46.259844,0,1781.86357408,4000.5250624,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,58.6, -5.8, -4.8,0,0,1024,1024,1024,1106,0,0,0,12,54.5,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
288000,2022-05-04 17:26:45,40.2734149866628,-7.49918912816373,296.91602,,,2150.926433659,46.259844,0,1781.85045072,4000.5578708,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,59.3, -5.9, -4.9,0,0,1024,1024,1024,1104,0,0,0,12,55.4,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
288100,2022-05-04 17:26:45,40.2734150404405,-7.49918924743956,296.91602,,,2150.926433659,46.259844,0,1781.83076568,4000.5906792,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,60.1, -6.1, -4.8,0,0,1024,1024,1024,1101,0,0,0,12,56.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
288200,2022-05-04 17:26:45,40.2734150910916,-7.49918936024863,296.91602,,,2150.926433659,46.259844,0,1781.81436148,4000.6234876,13,4,15.954,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,60.8, -6.4, -4.6,0,0,1024,1024,1024,1101,0,0,0,12,57,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.224,96.71,2150.926433659,296.91602,6,P-GPS,
288300,2022-05-04 17:26:45,40.2734151017221,-7.49918942060508,296.91602,,,2150.926433659,46.259844,0,1781.80123812,4000.656296,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,61.6, -6.4, -4.7,0,0,1024,1024,1024,1102,0,0,0,12,57.8,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288400,2022-05-04 17:26:45,40.2734151492466,-7.49918951904357,296.91602,,,2150.926433659,46.259844,0,1781.78483392,4000.6891044,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,62.3, -6.4, -4.8,0,0,1024,1024,1024,1112,0,0,0,13,58.6,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288500,2022-05-04 17:26:45,40.2734152032328,-7.49918963400823,296.91602,,,2150.926433659,46.259844,0,1781.76842972,4000.7219128,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,63.1, -6.4, -4.9,0,0,1024,1024,1024,1113,0,0,0,13,59.4,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288600,2022-05-04 17:26:46,40.2734152557599,-7.4991897417876,296.91602,,,2150.926433659,46.259844,0,1781.75202552,4000.7547212,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,63.9, -6.6, -5,0,0,1024,1024,1024,1113,0,0,0,13,60.3,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288700,2022-05-04 17:26:46,40.2734153099545,-7.49918986465607,296.91602,,,2150.926433659,46.259844,0,1781.73234048,4000.7875296,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,64.8, -6.8, -4.9,0,0,1024,1024,1024,1114,0,0,0,14,61.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288800,2022-05-04 17:26:46,40.2734153614394,-7.49918996022045,296.91602,,,2150.926433659,46.259844,0,1781.71921712,4000.820338,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,65.8, -6.6, -4.9,0,0,1024,1024,1024,1117,0,0,0,14,61.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2150.926433659,296.91602,6,P-GPS,
288900,2022-05-04 17:26:46,40.2734154093808,-7.49919004931806,297.244104,,,2151.254517659,46.259844,0,1781.70609376,4000.8531464,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,66.8, -6.5, -5.1,0,0,1024,1024,1024,1116,0,0,0,14,62.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289000,2022-05-04 17:26:46,40.2734154527365,-7.49919015350478,297.244104,,,2151.254517659,46.259844,0,1781.68968956,4000.8859548,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,67.8, -6.8, -5.3,0,0,1024,1024,1024,1114,0,0,0,14,63.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289100,2022-05-04 17:26:46,40.273415475665,-7.49919033457412,297.244104,,,2151.254517659,46.259844,0,1781.65031948,4000.9187632,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,68.8, -6.8, -5.4,0,0,1024,1024,1024,1112,0,0,0,13,64.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289200,2022-05-04 17:26:46,40.2734155183953,-7.49919045169436,297.244104,,,2151.254517659,46.259844,0,1781.63063444,4000.98438,13,4,15.934,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,69.9, -6.6, -5.6,0,0,1024,1024,1024,1113,0,0,0,13,65.2,-89.9,84,4.007,3.992,4.013,4.013,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289300,2022-05-04 17:26:46,40.2734155650861,-7.4991905537255,297.244104,,,2151.254517659,46.259844,0,1781.61423024,4001.0171884,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,70.9, -6.8, -5.8,0,0,1024,1024,1024,1104,0,0,0,12,66.2,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289400,2022-05-04 17:26:46,40.2734156180301,-7.49919063563782,297.244104,,,2151.254517659,46.259844,0,1781.60438772,4001.0171884,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,71.9, -6.5, -5.8,0,0,1024,1024,1024,1106,0,0,0,12,67.3,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289500,2022-05-04 17:26:46,40.2734156841058,-7.49919069527573,297.244104,,,2151.254517659,46.259844,0,1781.60438772,4001.0499968,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,72.9, -6.6, -5.9,0,0,1024,1024,1024,1106,0,0,0,12,68.2,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289600,2022-05-04 17:26:46,40.273415732881,-7.49919073263925,297.244104,,,2151.254517659,46.259844,0,1781.60438772,4001.0828052,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,74, -6.9, -5.7,0,0,1024,1024,1024,1105,0,0,0,12,69.2,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289700,2022-05-04 17:26:47,40.2734157628964,-7.49919077862511,297.244104,,,2151.254517659,46.259844,0,1781.59782604,4001.0828052,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,74.9, -6.6, -5.6,0,0,1024,1024,1024,1105,0,0,0,12,70.3,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289800,2022-05-04 17:26:47,40.2734158016664,-7.49919080089951,297.244104,,,2151.254517659,46.259844,0,1781.60110688,4001.1156136,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,75.8, -6, -6,0,0,1024,1024,1024,1104,0,0,0,12,71.3,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
289900,2022-05-04 17:26:47,40.2734158637818,-7.4991908202998,297.244104,,,2151.254517659,46.259844,0,1781.60766856,4001.148422,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,76.7, -5.9, -6.1,0,0,1024,1024,1024,1099,0,0,0,11,72.3,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
290000,2022-05-04 17:26:47,40.2734158679506,-7.49919080161804,297.244104,,,2151.254517659,46.259844,0,1781.61423024,4001.148422,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,77.7, -6.2, -6.4,0,0,1024,1024,1024,1092,0,0,0,10,73.2,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
290100,2022-05-04 17:26:47,40.2734159390289,-7.49919076281747,297.244104,,,2151.254517659,46.259844,0,1781.63391528,4001.1812304,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,78.5, -5.9, -6.4,0,0,1024,1024,1024,1085,0,0,0,9,74,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
290200,2022-05-04 17:26:47,40.2734159855112,-7.4991907412616,297.244104,,,2151.254517659,46.259844,0,1781.65031948,4001.1812304,13,4,15.914,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,79.3, -5.5, -6.5,0,0,1024,1024,1024,1085,0,0,0,9,74.9,-89.9,84,4.009,3.998,4.016,4.015,0,0,10.034,96.71,2151.254517659,297.244104,6,P-GPS,
290300,2022-05-04 17:26:47,40.2734159946826,-7.49919075922482,297.244104,,,2151.254517659,46.259844,0,1781.64703864,4001.1812304,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,80, -5.2, -6.6,0,0,1024,1024,1024,1085,0,0,0,9,74.9,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.254517659,297.244104,6,P-GPS,
290400,2022-05-04 17:26:47,40.2734159175595,-7.49919082604803,297.244104,,,2151.254517659,46.259844,0,1781.61751108,4001.2140388,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,80.7, -5.1, -6.8,0,0,1024,1024,1024,1085,0,0,0,9,75.6,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.254517659,297.244104,6,P-GPS,
290500,2022-05-04 17:26:47,40.2734159644587,-7.49919079443275,297.572188,,,2151.582601659,46.259844,0,1781.63391528,4001.2468472,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,81.3, -5, -6.9,0,0,1024,1024,1024,1086,0,0,0,9,76.4,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.582601659,297.572188,6,P-GPS,
290600,2022-05-04 17:26:48,40.2734160201124,-7.49919076928423,297.572188,,,2151.582601659,46.259844,0,1781.65031948,4001.2796556,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,82, -4.9, -6.9,0,0,1024,1024,1024,1088,0,0,0,10,77.2,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.582601659,297.572188,6,P-GPS,
290700,2022-05-04 17:26:48,40.2734160918161,-7.49919074916542,297.572188,,,2151.582601659,46.259844,0,1781.66672368,4001.2796556,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,82.6, -4.8, -6.9,0,0,1024,1024,1024,1089,0,0,0,10,77.9,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.582601659,297.572188,6,P-GPS,
290800,2022-05-04 17:26:48,40.2734161804034,-7.49919074413571,297.900272,,,2151.910685659,46.259844,0,1781.68312788,4001.312464,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,83.3, -5, -6.7,0,0,1024,1024,1024,1088,0,0,0,10,78.7,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.910685659,297.900272,6,P-GPS,
290900,2022-05-04 17:26:48,40.2734162627376,-7.49919074916542,297.900272,,,2151.910685659,46.259844,0,1781.69953208,4001.3452724,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,83.9, -4.8, -6.6,0,0,1024,1024,1024,1089,0,0,0,10,79.4,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.910685659,297.900272,6,P-GPS,
291000,2022-05-04 17:26:48,40.2734163367341,-7.49919075635071,297.900272,,,2151.910685659,46.259844,0,1781.7093746,4001.3780808,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,84.6, -4.7, -6.5,0,0,1024,1024,1024,1089,0,0,0,10,80.2,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.910685659,297.900272,6,P-GPS,
291100,2022-05-04 17:26:48,40.273416409063,-7.49919077215835,297.900272,,,2151.910685659,46.259844,0,1781.71921712,4001.4108892,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,85.3, -5, -6.7,0,0,1024,1024,1024,1089,0,0,0,10,80.9,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.910685659,297.900272,6,P-GPS,
291200,2022-05-04 17:26:48,40.2734164922309,-7.49919078149922,297.900272,,,2151.910685659,46.259844,0,1781.73234048,4001.4436976,13,4,15.906,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,86, -4.7, -6.4,0,0,1024,1024,1024,1095,0,0,0,11,81.7,-89.9,84,4.004,3.993,4.014,4.016,0,0,10.044,96.71,2151.910685659,297.900272,6,P-GPS,
291300,2022-05-04 17:26:48,40.2734166491869,-7.49919083395185,297.572188,,,2151.582601659,46.259844,0,1781.74874468,4001.5093144,13,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,86.7, -4.7, -6.3,0,0,1024,1024,1024,1096,0,0,0,11,82.5,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
291400,2022-05-04 17:26:48,40.2734167354814,-7.4991908375445,297.572188,,,2151.582601659,46.259844,0,1781.76514888,4001.5421228,13,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,87.5, -5, -6.4,0,0,1024,1024,1024,1096,0,0,0,11,83.3,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
291500,2022-05-04 17:26:48,40.2734167911351,-7.49919082676656,297.572188,,,2151.582601659,46.259844,0,1781.77827224,4001.5421228,13,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,88.3, -5, -6.5,0,0,1024,1024,1024,1096,0,0,0,11,84.1,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
291600,2022-05-04 17:26:49,40.2734168476225,-7.49919080449216,297.572188,,,2151.582601659,46.259844,0,1781.79467644,4001.5749312,13,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,89.1, -4.7, -6.7,0,0,1024,1024,1024,1096,0,0,0,11,84.9,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
291700,2022-05-04 17:26:49,40.273416902234,-7.49919077790658,297.244104,,,2151.254517659,46.259844,0,1781.81108064,4001.6077396,13,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,89.9, -4.5, -7.2,0,0,1024,1024,1024,1096,0,0,0,11,85.8,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.254517659,297.244104,6,P-GPS,
291800,2022-05-04 17:26:49,40.2734169614312,-7.49919073192072,297.244104,,,2151.254517659,46.259844,0,1781.83404652,4001.6077396,14,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,90.8, -4.3, -7.1,0,0,1024,1024,1024,1097,0,0,0,11,86.7,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.254517659,297.244104,6,P-GPS,
291900,2022-05-04 17:26:49,40.2734169997843,-7.49919068090515,297.244104,,,2151.254517659,46.259844,0,1781.85045072,4001.640548,14,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,91.6, -4.2, -7.2,0,0,1024,1024,1024,1098,0,0,0,11,86.7,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.254517659,297.244104,6,P-GPS,
292000,2022-05-04 17:26:49,40.273417030842,-7.49919062988958,297.572188,,,2151.582601659,46.259844,0,1781.87013576,4001.6733564,14,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,92.5, -4, -7.3,0,0,1024,1024,1024,1098,0,0,0,11,87.5,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
292100,2022-05-04 17:26:49,40.2734169789403,-7.49919058965195,297.572188,,,2151.582601659,46.259844,0,1781.87013576,4001.6733564,14,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,93.5, -4, -7.7,0,0,1024,1024,1024,1098,0,0,0,11,88.5,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.582601659,297.572188,6,P-GPS,
292200,2022-05-04 17:26:49,40.2734170014519,-7.49919050917669,297.900272,,,2151.910685659,46.259844,0,1781.89310164,4001.7061648,14,4,15.942,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,94.5, -3.9, -7.7,0,0,1024,1024,1024,1098,0,0,0,11,89.4,-89.9,84,4.003,3.99,4.009,4.009,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292300,2022-05-04 17:26:49,40.273417025631,-7.49919038055998,297.900272,,,2151.910685659,46.259844,0.223694,1781.92919088,4001.7389732,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,95.5, -3.4, -7.8,0,0,1024,1024,1024,1099,0,0,0,11,90.4,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292400,2022-05-04 17:26:49,40.2734170435569,-7.4991902354171,297.900272,,,2151.910685659,46.259844,0.223694,1781.96528012,4001.7717816,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,96.5, -2.8, -7.6,0,0,1024,1024,1024,1098,0,0,0,11,91.4,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292500,2022-05-04 17:26:49,40.2734170577309,-7.49919003494747,297.900272,,,2151.910685659,46.259844,0.223694,1782.01777356,4001.8373984,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,97.5, -1.9, -7.9,0,0,1024,1024,1024,1098,0,0,0,11,92.5,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292600,2022-05-04 17:26:49,40.2734170577309,-7.4991898826193,297.900272,,,2151.910685659,46.259844,0.223694,1782.0538628,4001.8702068,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,98.4, -1.3, -8.3,0,0,1024,1024,1024,1098,0,0,0,11,93.6,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292700,2022-05-04 17:26:50,40.2734170568971,-7.49918974322465,297.900272,,,2151.910685659,46.259844,0.223694,1782.0866712,4001.9358236,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,99.5, -1, -8.5,0,0,1024,1024,1024,1099,0,0,0,11,94.7,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292800,2022-05-04 17:26:50,40.2734170420978,-7.49918961676353,297.900272,,,2151.910685659,46.259844,0.223694,1782.11619876,4001.968632,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,100.5, -1, -8.6,0,0,1024,1024,1024,1096,0,0,0,11,95.8,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
292900,2022-05-04 17:26:50,40.2734169947818,-7.49918948814682,297.900272,,,2151.910685659,46.259844,0.223694,1782.1358838,4002.0014404,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,101.6, -0.6, -8.9,0,0,1024,1024,1024,1095,0,0,0,11,96.9,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
293000,2022-05-04 17:26:50,40.273416902234,-7.4991894112642,297.900272,,,2151.910685659,46.259844,0.223694,1782.13916464,4002.0342488,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0.223694,0,102.6, -0.6, -9.3,0,0,1024,1024,1024,1094,0,0,0,11,98.1,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
293100,2022-05-04 17:26:50,40.2734168690919,-7.49918928121043,297.900272,,,2151.910685659,46.259844,0,1782.16213052,4002.0670572,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0.223694,103.6, -0.2, -9.5,0,0,1024,1024,1024,1093,0,0,0,10,99.1,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
293200,2022-05-04 17:26:50,40.2734168538758,-7.49918916840136,297.900272,,,2151.910685659,46.259844,0,1782.18837724,4002.0998656,14,4,15.923,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,104.6, -0.1, -9.5,0,0,1024,1024,1024,1089,0,0,0,10,100.2,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.268,96.71,2151.910685659,297.900272,6,P-GPS,
293300,2022-05-04 17:26:50,40.2734168595037,-7.49918905415523,298.228356,,,2152.238769659,46.259844,0,1782.21462396,4002.132674,14,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,105.6, -0.2, -9.3,0,0,1024,1024,1024,1088,0,0,0,10,101.3,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2152.238769659,298.228356,6,P-GPS,
293400,2022-05-04 17:26:50,40.2734168736776,-7.49918895859086,298.228356,,,2152.238769659,46.259844,0,1782.24087068,4002.1654824,13,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,106.4, 0, -9.6,0,0,1024,1024,1024,1088,0,0,0,10,101.3,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2152.238769659,298.228356,6,P-GPS,
293500,2022-05-04 17:26:50,40.2734168476225,-7.49918889751588,297.900272,,,2151.910685659,46.259844,0,1782.2507132,4002.1982908,13,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0.223694,107.2, 0.1, -9.9,0,0,1024,1024,1024,1085,0,0,0,9,102.2,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2151.910685659,297.900272,6,P-GPS,
293600,2022-05-04 17:26:51,40.2734168080188,-7.49918884937443,297.900272,,,2151.910685659,46.259844,0,1782.25399404,4002.1982908,12,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0.223694,108.1, 0.2, -9.1,0,0,1024,1024,1024,1085,0,0,0,9,103.2,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2151.910685659,297.900272,6,P-GPS,
293700,2022-05-04 17:26:51,40.2734167302703,-7.49918880841827,298.228356,,,2152.238769659,46.259844,0,1782.2507132,4002.2310992,12,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,108.8, 0, -9,0,0,1024,1024,1024,1084,0,0,0,9,104.1,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2152.238769659,298.228356,6,P-GPS,
293800,2022-05-04 17:26:51,40.2734164949406,-7.49918886518207,298.228356,,,2152.238769659,46.259844,0,1782.19165808,4002.3295244,12,4,15.896,2152.894937659,298.884524,23.1299596,1782.7756476,0,0,0,109.5, -0.1, -9.4,0,0,1024,1024,1024,1084,0,0,0,9,104.9,-89.9,84,4.001,3.988,4.004,4.003,0,0,10.53,96.71,2152.238769659,298.228356,6,P-GPS,
