time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
7900,2022-05-04 17:22:05,0,0,18.04462,,,1872.055033659,18.700788,0,0,0,6,0,16.652,1872.055033659,18.04462,0.8052984,0,0,0,-3.131716,128.3, -0.4, -4.1,0,0,1024,1024,1475,1024,0,0,68,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1872.055033659,18.04462,6,P-GPS,
8000,2022-05-04 17:22:05,0,0,18.372704,,,1872.383117659,19.028872,0,0,0,6,0,16.652,1872.383117659,18.372704,0.8052984,0,0,0,-3.35541,128.2, 0.5, -4,0,0,1024,1024,1473,1024,0,0,68,0,127.3,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1872.383117659,18.372704,6,P-GPS,
8100,2022-05-04 17:22:05,0,0,19.028872,,,1873.039285659,19.68504,0,0,0,6,0,16.652,1873.039285659,19.028872,0.8052984,0,0,0,-3.579104,128.2, 1.2, -3.7,0,0,1024,1024,1494,1024,0,0,71,0,127.4,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1873.039285659,19.028872,6,P-GPS,
8200,2022-05-04 17:22:05,0,0,19.356956,,,1873.367369659,20.013124,0,0,0,6,0,16.652,1873.367369659,19.356956,0.8052984,0,0,0,-3.35541,128.2, 0.7, -4.1,0,0,1024,1024,1464,1024,0,0,67,0,127.4,0,100,4.129,4.118,4.125,4.113,0,0,15.172,80.51,1873.367369659,19.356956,6,P-GPS,
8300,2022-05-04 17:22:05,0,0,20.013124,,,1874.023537659,20.669292,0,0,0,6,0,16.136,1874.023537659,20.013124,0.8052984,0,0,0,-3.35541,128.2, 0.4, -4.6,0,0,1024,1024,1405,1024,0,0,58,0,127.4,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1874.023537659,20.013124,6,P-GPS,
8400,2022-05-04 17:22:05,0,0,20.341208,,,1874.351621659,20.997376,0,0,0,6,0,16.136,1874.351621659,20.341208,0.8052984,0,0,0,-3.131716,128.2, 0.6, -4.6,0,0,1024,1024,1304,1024,0,0,42,0,127.4,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1874.351621659,20.341208,6,P-GPS,
8500,2022-05-04 17:22:05,0,0,20.997376,,,1875.007789659,21.653544,0,0,0,6,0,16.136,1875.007789659,20.997376,0.8052984,0,0,0,-2.908022,128.2, 0.8, -4.8,0,0,1024,1024,1184,1024,0,0,24,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1875.007789659,20.997376,6,P-GPS,
8600,2022-05-04 17:22:05,0,0,21.32546,,,1875.335873659,21.981628,0,0,0,6,0,16.136,1875.335873659,21.32546,0.8052984,0,0,0,-2.908022,128.1, 0.8, -5.3,0,0,1024,1024,1103,1024,0,0,12,0,127.4,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1875.335873659,21.32546,6,P-GPS,
8700,2022-05-04 17:22:06,0,0,21.653544,,,1875.663957659,22.309712,0,0,0,6,0,16.136,1875.663957659,21.653544,0.8052984,0,0,0,-2.460634,128, 0.3, -6,0,0,1251,1024,1024,1024,34,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1875.663957659,21.653544,6,P-GPS,
8800,2022-05-04 17:22:06,0,0,21.981628,,,1875.992041659,22.637796,0,0,0,6,0,16.136,1875.992041659,21.981628,0.8052984,0,-0.223694,0,-1.565858,128.1, 0, -7.4,0,0,1468,1024,1024,1024,67,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1875.992041659,21.981628,6,P-GPS,
8900,2022-05-04 17:22:06,0,0,22.309712,,,1876.320125659,22.637796,0.223694,0,0,6,0,16.136,1876.320125659,22.309712,0.8052984,0,-0.223694,0,-0.671082,128.1, -0.6, -6.9,0,0,1497,1024,1024,1024,72,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.320125659,22.309712,6,P-GPS,
9000,2022-05-04 17:22:06,0,0,22.309712,,,1876.320125659,22.96588,0.223694,0,0,6,0,16.136,1876.320125659,22.309712,0.8052984,0,-0.223694,0,-0.447388,128.3, -3.5, -6.5,0,0,1439,1024,1024,1024,63,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.320125659,22.309712,6,P-GPS,
9100,2022-05-04 17:22:06,0,0,22.309712,,,1876.320125659,22.96588,0.223694,0,0,6,0,16.136,1876.320125659,22.309712,0.8052984,0,-0.223694,0,0,128.5, -7, -6.5,0,0,1382,1024,1024,1024,54,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.320125659,22.309712,6,P-GPS,
9200,2022-05-04 17:22:06,0,0,22.637796,,,1876.648209659,22.96588,0.4921268,0,0,6,0,16.136,1876.648209659,22.637796,0.8052984,0,-0.447388,0.223694,0,128.6, -9.2, -5.9,0,0,1354,1024,1024,1024,50,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9300,2022-05-04 17:22:06,0,0,22.637796,,,1876.648209659,22.96588,0.8052984,0,0,6,0,16.807,1876.648209659,22.637796,0.8052984,0,-0.671082,0.447388,0,128.5, -10.5, -5.9,0,0,1354,1024,1024,1024,50,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9400,2022-05-04 17:22:06,0,0,22.637796,,,1876.648209659,22.96588,1.11847,0,0,6,0,16.807,1876.648209659,22.637796,1.11847,0,-0.894776,0.671082,0,128.3, -10.7, -6.2,0,0,1356,1024,1024,1024,50,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9500,2022-05-04 17:22:06,0,0,22.637796,,,1876.648209659,22.96588,1.5882274,0,0,6,0,16.807,1876.648209659,22.637796,1.5882274,0,-1.11847,1.11847,0,128.3, -9.8, -6.4,0,0,1341,1024,1024,1024,48,0,0,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9600,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,1.7448132,0,0,6,0,16.807,1876.648209659,22.637796,1.7448132,0,-1.11847,1.342164,0,128.3, -9.1, -6,0,0,1316,1024,1030,1024,44,0,1,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9700,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.23694,0,0,6,0,16.807,1876.648209659,22.637796,2.23694,0,-1.342164,1.789552,0,128.3, -9, -5.6,0,0,1250,1024,1033,1024,34,0,1,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9800,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.5501116,0,0,6,0,16.807,1876.648209659,22.637796,2.5501116,0,-1.565858,2.013246,0,128.3, -8.8, -5.3,0,0,1024,1024,1046,1024,0,0,3,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
9900,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.7290668,0,0,6,0,16.807,1876.648209659,22.637796,2.7290668,0,-1.565858,2.23694,0,128.3, -8, -5,0,0,1024,1024,1050,1024,0,0,4,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
10000,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.8632832,0,0,6,0,16.807,1876.648209659,22.637796,2.8632832,0,-1.789552,2.23694,0,128.1, -4.1, -4.6,0,0,1024,1024,1063,1024,0,0,6,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
10100,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.7290668,0,0,6,0,16.807,1876.648209659,22.637796,2.8632832,0,-1.565858,2.23694,0,127.8, 4, -3.2,0,0,1024,1024,1091,1024,0,0,10,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
10200,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,2.7290668,0,0,6,0,16.807,1876.648209659,22.637796,2.8632832,0,-1.342164,1.789552,0,127.6, 9.4, -2.7,0,0,1024,1024,1332,1024,0,0,47,0,127.5,0,100,4.188,4.184,4.181,4.15,0,0,11.098,80.51,1876.648209659,22.637796,6,P-GPS,
10300,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,1.7448132,0,0,6,0,16.94,1876.648209659,22.637796,2.8632832,0,-1.11847,1.342164,0,127.5, 10.5, -2.1,0,0,1024,1024,1446,1024,0,0,64,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1876.648209659,22.637796,6,P-GPS,
10400,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,1.2750558,0,0,6,0,16.94,1876.648209659,22.637796,2.8632832,0,-0.894776,0.894776,-0.447388,127.6, 9.3, -2,0,0,1024,1024,1485,1024,0,0,70,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1876.648209659,22.637796,6,P-GPS,
10500,2022-05-04 17:22:07,0,0,22.637796,,,1876.648209659,22.96588,0.8052984,0,0,5,0,16.94,1876.648209659,22.637796,2.8632832,0,-0.671082,0.447388,-1.11847,127.7, 7.3, -3.1,0,0,1024,1024,1493,1024,0,0,71,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1876.648209659,22.637796,6,P-GPS,
10600,2022-05-04 17:22:07,0,0,22.96588,,,1876.976293659,23.293964,0.4921268,0,0,5,0,16.94,1876.976293659,22.96588,2.8632832,0,-0.447388,0.223694,-1.342164,127.8, 4.9, -4.1,0,0,1024,1024,1476,1024,0,0,68,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1876.976293659,22.96588,6,P-GPS,
10700,2022-05-04 17:22:08,0,0,23.293964,,,1877.304377659,23.622048,0.4921268,0,0,5,0,16.94,1877.304377659,23.293964,2.8632832,0,-0.447388,0.223694,-1.342164,127.8, 3.9, -4.6,0,0,1024,1024,1489,1024,0,0,70,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1877.304377659,23.293964,6,P-GPS,
10800,2022-05-04 17:22:08,0,0,23.622048,,,1877.632461659,23.622048,0.447388,0,0,5,0,16.94,1877.632461659,23.622048,2.8632832,0,-0.447388,0,-1.565858,127.9, 3.7, -4.6,0,0,1024,1024,1546,1024,0,0,79,0,127.5,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1877.632461659,23.622048,6,P-GPS,
10900,2022-05-04 17:22:08,0,0,23.622048,,,1877.632461659,23.950132,0.447388,0,0,6,0,16.94,1877.632461659,23.622048,2.8632832,0,-0.447388,0,-1.342164,128, 3, -4.3,0,0,1024,1024,1684,1024,0,0,100,0,127.6,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1877.632461659,23.622048,6,P-GPS,
11000,2022-05-04 17:22:08,0,0,23.950132,,,1877.960545659,23.950132,0.447388,0,0,6,0,16.94,1877.960545659,23.950132,2.8632832,0,-0.447388,0,-1.342164,128, 2.3, -4.3,0,0,1024,1024,1684,1024,0,0,100,0,127.6,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1877.960545659,23.950132,6,P-GPS,
11100,2022-05-04 17:22:08,0,0,24.278216,,,1878.288629659,24.278216,0.223694,0,0,5,0,16.94,1878.288629659,24.278216,2.8632832,0,-0.223694,0,-1.342164,128, 3.1, -4.6,0,0,1024,1024,1684,1024,0,0,100,0,127.6,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1878.288629659,24.278216,6,P-GPS,
11200,2022-05-04 17:22:08,0,0,24.278216,,,1878.288629659,24.6063,0.223694,0,0,5,0,16.94,1878.288629659,24.278216,2.8632832,0,-0.223694,0,-1.11847,128.1, 3.4, -4.3,0,0,1024,1024,1682,1024,0,0,100,0,127.6,0,100,4.148,4.146,4.17,4.172,0,0,11.04,80.51,1878.288629659,24.278216,6,P-GPS,
11300,2022-05-04 17:22:08,0,0,24.278216,,,1878.288629659,24.6063,0.223694,0,0,5,0,16.521,1878.288629659,24.278216,2.8632832,0,-0.223694,0,-0.894776,128.2, 2.7, -4.3,0,0,1024,1024,1624,1024,0,0,91,0,127.6,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.288629659,24.278216,6,P-GPS,"Max Altitude Approached. Wait for the GPS satellite signal recovery before ascend."
11400,2022-05-04 17:22:08,0,0,24.6063,,,1878.616713659,24.934384,0.223694,0,0,5,0,16.521,1878.616713659,24.6063,2.8632832,0,-0.223694,0,-0.894776,128.2, 1.7, -4.8,0,0,1024,1024,1578,1024,0,0,84,0,127.6,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.616713659,24.6063,6,P-GPS,
11500,2022-05-04 17:22:08,0,0,24.6063,,,1878.616713659,24.934384,0.223694,0,0,6,0,16.521,1878.616713659,24.6063,2.8632832,0,-0.223694,0,-0.671082,128.3, 1.9, -4.7,0,0,1024,1024,1531,1024,0,0,77,0,127.6,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.616713659,24.6063,6,P-GPS,"Weak GPS signal. Positional accuracy may be compromised. Please fly with caution."
11600,2022-05-04 17:22:08,0,0,24.934384,,,1878.944797659,24.934384,0.223694,0,0,6,0,16.521,1878.944797659,24.934384,2.8632832,0,-0.223694,0,-0.671082,128.2, 2, -4.7,0,0,1024,1024,1493,1024,0,0,71,0,127.6,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.944797659,24.934384,6,P-GPS,
11700,2022-05-04 17:22:09,0,0,24.934384,,,1878.944797659,25.262468,0.223694,0,0,6,0,16.521,1878.944797659,24.934384,2.8632832,0,-0.223694,0,-0.671082,128, 2.9, -5.1,0,0,1024,1024,1386,1024,0,0,55,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.944797659,24.934384,6,P-GPS,
11800,2022-05-04 17:22:09,0,0,24.934384,,,1878.944797659,25.262468,0.223694,0,0,6,0,16.521,1878.944797659,24.934384,2.8632832,0,-0.223694,0,-0.447388,127.9, 3.4, -5.7,0,0,1024,1024,1223,1024,0,0,30,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.944797659,24.934384,6,P-GPS,
11900,2022-05-04 17:22:09,0,0,24.934384,,,1878.944797659,25.262468,0.223694,0,0,6,0,16.521,1878.944797659,24.934384,2.8632832,0,-0.223694,0,-0.447388,127.9, 2.9, -5.8,0,0,1024,1024,1031,1024,0,0,1,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1878.944797659,24.934384,6,P-GPS,
12000,2022-05-04 17:22:09,0,0,25.262468,,,1879.272881659,25.262468,0.3131716,0,0,6,0,16.521,1879.272881659,25.262468,2.8632832,0,-0.223694,-0.223694,-0.447388,128, 2.1, -6.5,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1879.272881659,25.262468,6,P-GPS,
12100,2022-05-04 17:22:09,0,0,25.262468,,,1879.272881659,25.262468,0.223694,0,0,6,0,16.521,1879.272881659,25.262468,2.8632832,0,0,-0.223694,-0.223694,128.2, 1.6, -6.7,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1879.272881659,25.262468,6,P-GPS,
12200,2022-05-04 17:22:09,0,0,25.590552,,,1879.600965659,25.590552,0,0,0,6,0,16.521,1879.600965659,25.590552,2.8632832,0,0,0,0,128.3, 1.1, -6.6,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,11.856,80.51,1879.600965659,25.590552,6,P-GPS,
12300,2022-05-04 17:22:09,0,0,25.590552,,,1879.600965659,25.590552,0,0,0,6,0,16.496,1879.600965659,25.590552,2.8632832,0,0,0,0,128.3, 0.8, -6,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.600965659,25.590552,6,P-GPS,
12400,2022-05-04 17:22:09,0,0,25.590552,,,1879.600965659,25.590552,0,0,0,6,0,16.496,1879.600965659,25.590552,2.8632832,0,0,0,0,128.2, 0.8, -6,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.600965659,25.590552,6,P-GPS,
12500,2022-05-04 17:22:09,0,0,25.590552,,,1879.600965659,25.590552,0,0,0,6,0,16.496,1879.600965659,25.590552,2.8632832,0,0,0,0,128.2, 1.2, -5.8,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.600965659,25.590552,6,P-GPS,
12600,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.1, 1.1, -5.4,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
12700,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.1, 1, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
12800,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128, 0.7, -5.1,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
12900,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.1, 0.8, -5.3,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
13000,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.1, 0.7, -4.9,0,0,1024,1024,1024,1024,0,0,0,0,127.7,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
13100,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.2, 0.4, -6.1,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
13200,2022-05-04 17:22:10,0,0,25.918636,,,1879.929049659,25.590552,0,0,0,6,0,16.496,1879.929049659,25.918636,2.8632832,0,0,0,0,128.4, 0.7, -6.5,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.137,4.129,4.148,4.149,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
13300,2022-05-04 17:22:10,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,6,0,16.39,1880.257133659,26.24672,2.8632832,0,0,0,0,128.6, 0.8, -6,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
13400,2022-05-04 17:22:10,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,6,0,16.39,1880.257133659,26.24672,2.8632832,0,0,0,0,128.7, 1.4, -5.7,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
13500,2022-05-04 17:22:10,0,0,26.574804,,,1880.585217659,25.262468,0,0,0,8,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,128.5, 1.3, -6.4,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.585217659,26.574804,6,P-GPS,
13600,2022-05-04 17:22:11,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,8,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,128.3, 1.1, -7.2,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
13700,2022-05-04 17:22:11,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,8,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,128, 1.4, -6.3,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
13800,2022-05-04 17:22:11,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,8,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,127.9, 1.6, -6.1,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
13900,2022-05-04 17:22:11,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,7,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,127.8, 1.4, -6.4,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
14000,2022-05-04 17:22:11,0,0,26.574804,,,1880.585217659,25.262468,0,0,0,7,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0,127.7, 1.1, -6.3,0,0,1024,1024,1024,1024,0,0,0,0,127.8,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.585217659,26.574804,6,P-GPS,
14100,2022-05-04 17:22:11,0,0,26.24672,,,1880.257133659,25.262468,0,0,0,7,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0.223694,127.8, 0.8, -6.1,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1880.257133659,26.24672,6,P-GPS,
14200,2022-05-04 17:22:11,0,0,25.918636,,,1879.929049659,25.262468,0,0,0,7,0,16.39,1880.585217659,26.574804,2.8632832,0,0,0,0.223694,127.9, 0.7, -6.2,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.135,4.127,4.147,4.148,0,0,10.964,80.51,1879.929049659,25.918636,6,P-GPS,
14300,2022-05-04 17:22:11,0,0,25.918636,,,1879.929049659,25.262468,0,0,0,7,0,16.445,1880.585217659,26.574804,2.8632832,0,0.223694,0,0.223694,127.9, 0, -6,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
14400,2022-05-04 17:22:11,0,0,25.918636,,,1879.929049659,24.934384,0.223694,0,0,7,0,16.445,1880.585217659,26.574804,2.8632832,0,0.223694,0,0,128, -0.9, -5.4,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
14500,2022-05-04 17:22:11,0,0,25.918636,,,1879.929049659,24.934384,0,0,0,8,0,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.1, -1.1, -5.2,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
14600,2022-05-04 17:22:11,0,0,25.918636,,,1879.929049659,24.934384,0,0,0,8,0,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.3, -1.1, -5.3,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
14700,2022-05-04 17:22:12,0,0,25.590552,,,1879.600965659,24.934384,0,0,0,8,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.3, -0.8, -5.6,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.600965659,25.590552,6,P-GPS,
14800,2022-05-04 17:22:12,0,0,25.590552,,,1879.600965659,24.934384,0,0,0,8,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.3, -0.2, -5.7,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.600965659,25.590552,6,P-GPS,
14900,2022-05-04 17:22:12,0,0,25.918636,,,1879.929049659,24.934384,0,0,0,9,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.3, -0.2, -5.7,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
15000,2022-05-04 17:22:12,0,0,25.918636,,,1879.929049659,24.934384,0,0,0,9,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0,0,128.4, 0, -6.1,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
15100,2022-05-04 17:22:12,0,0,25.918636,,,1879.929049659,24.6063,0.223694,0,0,8,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0.223694,0,128.4, 0.5, -5.8,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
15200,2022-05-04 17:22:12,0,0,25.918636,,,1879.929049659,24.6063,0.223694,0,0,8,2,16.445,1880.585217659,26.574804,2.8632832,0,0,0.223694,0,128.4, 1.2, -5.4,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.125,4.115,4.138,4.145,0,0,11.782,80.51,1879.929049659,25.918636,6,P-GPS,
15300,2022-05-04 17:22:12,0,0,25.918636,,,1879.929049659,24.6063,0.223694,0,0,8,2,16.424,1880.585217659,26.574804,2.8632832,0,0,0.223694,0,128.2, 1.2, -4.8,0,0,1024,1024,1024,1024,0,0,0,0,127.9,0,100,4.129,4.124,4.145,4.143,0,0,10.952,80.51,1879.929049659,25.918636,6,P-GPS,"Setting new Maximum Flight Altitude to 120m (394 ft)"
